# pillbox-gtin version=2026-09-09 count=57672
#
# Штрихкоды упаковок. Собирается скриптом tools/extract_esklp.py —
# правьте исходники, а не этот файл.
#
# Два источника:
#   ЕСКЛП (Минздрав) — только ЖНВЛП: штрихкод там лежит в блоке
#     предельных цен, а он заполняется лишь для препаратов из перечня;
#   source/gtin_manual.tsv — коды с упаковок, внесённые вручную
#     (0 шт.): препараты вне перечня и БАДы.
#
# Код приведён к 14 знакам — так он приходит из кода маркировки.
#
# manual-gtins:
#
# Формат: код;название;действующее вещество;форма;дозировка;единица
gtin;name;inn;form;strength;unit
04605310011065;Олитид;Абакавир;TABLET;150;MG
04605310011072;Олитид;Абакавир;TABLET;150;MG
04605310011089;Олитид;Абакавир;TABLET;150;MG
04605310011096;Олитид;Абакавир;TABLET;150;MG
04605310011102;Олитид;Абакавир;TABLET;150;MG
04605310011119;Олитид;Абакавир;TABLET;300;MG
04605310011126;Олитид;Абакавир;TABLET;300;MG
04605310011133;Олитид;Абакавир;TABLET;300;MG
04605310011140;Олитид;Абакавир;TABLET;300;MG
04605310011157;Олитид;Абакавир;TABLET;300;MG
04605310011164;Олитид;Абакавир;TABLET;300;MG
04605310011171;Калидавир;Лопинавир+ритонавир;TABLET;;
04605310011195;Калидавир;Лопинавир+ритонавир;TABLET;;
04605310011232;Калидавир;Лопинавир+ритонавир;TABLET;;
04605310011256;Калидавир;Лопинавир+ритонавир;TABLET;;
04605310011294;Рапинов;Ропивакаин;INJECTION;10;MG
04605310011959;Эмтритаб;Эмтрицитабин;TABLET;200;MG
04605310012024;Капецитабин;Капецитабин;TABLET;150;MG
04605310012031;Капецитабин;Капецитабин;TABLET;150;MG
04605310012048;Капецитабин;Капецитабин;TABLET;150;MG
04605310012055;Капецитабин;Капецитабин;TABLET;150;MG
04605310012093;Капецитабин;Капецитабин;TABLET;500;MG
04605310012116;Капецитабин;Капецитабин;TABLET;500;MG
04605310012123;Капецитабин;Капецитабин;TABLET;500;MG
04605310012130;Капецитабин;Капецитабин;TABLET;500;MG
04605310012208;Интерфаст;Саквинавир;TABLET;500;MG
04605310012215;Интерфаст;Саквинавир;TABLET;500;MG
04605310012222;Интерфаст;Саквинавир;TABLET;500;MG
04605310012239;Интерфаст;Саквинавир;TABLET;500;MG
04605310012246;Интерфаст;Саквинавир;TABLET;500;MG
04605310012253;Интерфаст;Саквинавир;TABLET;500;MG
04605310012857;Кемерувир;Дарунавир;TABLET;75;MG
04605310012871;Кемерувир;Дарунавир;TABLET;75;MG
04605310012895;Кемерувир;Дарунавир;TABLET;75;MG
04605310012932;Кемерувир;Дарунавир;TABLET;150;MG
04605310012956;Кемерувир;Дарунавир;TABLET;150;MG
04605310012970;Кемерувир;Дарунавир;TABLET;150;MG
04605310013014;Кемерувир;Дарунавир;TABLET;300;MG
04605310013038;Кемерувир;Дарунавир;TABLET;300;MG
04605310013052;Кемерувир;Дарунавир;TABLET;300;MG
04605310013144;Ванкобакт;Ванкомицин;POWDER;0.5;G
04605310013168;Ванкобакт;Ванкомицин;POWDER;1;G
04605310013199;Кемерувир;Дарунавир;TABLET;400;MG
04605310013243;Кемерувир;Дарунавир;TABLET;400;MG
04605310013250;Кемерувир;Дарунавир;TABLET;400;MG
04605310013281;Кемерувир;Дарунавир;TABLET;600;MG
04605310013328;Кемерувир;Дарунавир;TABLET;600;MG
04605310013342;Кемерувир;Дарунавир;TABLET;600;MG
04605310013359;Кемерувир;Дарунавир;TABLET;400;MG
04605310013373;Кемерувир;Дарунавир;TABLET;400;MG
04605310013397;Кемерувир;Дарунавир;TABLET;400;MG
04605310013595;Бифлурин;Вориконазол;TABLET;50;MG
04605310013694;Бифлурин;Вориконазол;TABLET;200;MG
04605310013779;Бифлурин;Вориконазол;TABLET;200;MG
04605310013816;Бифлурин;Вориконазол;TABLET;200;MG
04605310013823;Бифлурин;Вориконазол;TABLET;200;MG
04605310013830;Бифлурин;Вориконазол;TABLET;50;MG
04605310013878;Бифлурин;Вориконазол;TABLET;50;MG
04605310013885;Бифлурин;Вориконазол;TABLET;50;MG
04605310014066;ФармАмеропен;Меропенем;POWDER;0.5;G
04605310014073;ФармАмеропен;Меропенем;POWDER;1;G
04605310014226;Фломирен;Микофенолата Мофетил;TABLET;250;MG
04605310014233;Фломирен;Микофенолата Мофетил;TABLET;500;MG
04605310014240;Фломирен;Микофенолата Мофетил;TABLET;250;MG
04605310014271;Номидес;Осельтамивир;CAPSULE;30;MG
04605310014325;Номидес;Осельтамивир;CAPSULE;45;MG
04605310014387;Номидес;Осельтамивир;CAPSULE;75;MG
04605310014424;Капреомицин;Капреомицин;POWDER;1;G
04605310014431;Капреомицин;Капреомицин;POWDER;1;G
04605310014448;Глюкоза;Декстроза;INJECTION;400;MG
04605310014455;Глюкоза;Декстроза;INJECTION;400;MG
04605310014462;Лидокаин;Лидокаин;INJECTION;20;MG
04605310014479;Лидокаин;Лидокаин;INJECTION;20;MG
04605310014486;Лидокаин;Лидокаин;INJECTION;20;MG
04605310014523;Ротомокс;Моксифлоксацин;TABLET;400;MG
04605310014530;Ротомокс;Моксифлоксацин;TABLET;400;MG
04605310014547;Аминосалициловая кислота;Аминосалициловая Кислота;POWDER;13.49;G
04605310014615;Стрептомицин;Стрептомицин;POWDER;0.5;G
04605310014622;Стрептомицин;Стрептомицин;POWDER;0.5;G
04605310014639;Стрептомицин;Стрептомицин;POWDER;1;G
04605310014646;Стрептомицин;Стрептомицин;POWDER;1;G
04605310014653;Стрептомицин;Стрептомицин;POWDER;0.5;G
04605310014660;Стрептомицин;Стрептомицин;POWDER;1;G
04605310014776;Фломирен;Микофенолата Мофетил;TABLET;250;MG
04605310014783;Фломирен;Микофенолата Мофетил;TABLET;500;MG
04605310014790;Фломирен;Микофенолата Мофетил;TABLET;500;MG
04605310014813;Фломирен;Микофенолата Мофетил;TABLET;500;MG
04605310014998;Фломирен;Микофенолата Мофетил;TABLET;250;MG
04605310015001;Амикацин;Амикацин;POWDER;0.5;G
04605310015018;Амикацин;Амикацин;POWDER;1;G
04605310015063;Амикацин;Амикацин;POWDER;0.5;G
04605310015070;Амикацин;Амикацин;POWDER;1;G
04605310015124;Амикацин;Амикацин;POWDER;0.5;G
04605310015131;Амикацин;Амикацин;POWDER;0.5;G
04605310015148;Амикацин;Амикацин;POWDER;1;G
04605310015155;Амикацин;Амикацин;POWDER;1;G
04605310015179;Паск;Аминосалициловая Кислота;TABLET;1000;MG
04605310015766;Цефазолин;Цефазолин;POWDER;0.5;G
04605310015773;Цефазолин;Цефазолин;POWDER;1;G
04605310015797;Цефазолин;Цефазолин;POWDER;0.5;G
04605310015803;Цефазолин;Цефазолин;POWDER;0.5;G
04605310015841;Цефазолин;Цефазолин;POWDER;1;G
04605310015858;Цефазолин;Цефазолин;POWDER;1;G
04605310015889;Цефазолин;Цефазолин;POWDER;0.5;G
04605310015896;Цефазолин;Цефазолин;POWDER;0.5;G
04605310015902;Цефазолин;Цефазолин;POWDER;1;G
04605310016121;Новокаин;Прокаин;INJECTION;5;MG
04605310016138;Новокаин;Прокаин;INJECTION;5;MG
04605310016145;Новокаин;Прокаин;INJECTION;10;MG
04605310016152;Новокаин;Прокаин;INJECTION;10;MG
04605310016169;Новокаин;Прокаин;INJECTION;20;MG
04605310016176;Новокаин;Прокаин;INJECTION;20;MG
04605310016640;Симанод;Атазанавир;CAPSULE;150;MG
04605310016688;Симанод;Атазанавир;CAPSULE;200;MG
04605310016718;Симанод;Атазанавир;CAPSULE;300;MG
04605310016756;Алагет;Абакавир+ламивудин;TABLET;;
04605310016787;Алагет;Абакавир+ламивудин;TABLET;;
04605310016824;Меропенем;Меропенем;POWDER;0.5;G
04605310016831;Меропенем;Меропенем;POWDER;1;G
04605310016855;Циласпен;Имипенем+циластатин;POWDER;;
04605310017180;Акимасол;Абакавир + Зидовудин + Ламивудин;TABLET;;
04605310017197;Акимасол;Абакавир + Зидовудин + Ламивудин;TABLET;;
04605310017364;Лизолин;Цефазолин;POWDER;0.5;G
04605310017371;Лизолин;Цефазолин;POWDER;0.5;G
04605310017388;Лифоран;Цефотаксим;POWDER;0.25;G
04605310017395;Лифоран;Цефотаксим;POWDER;0.5;G
04605310017401;Лифоран;Цефотаксим;POWDER;0.5;G
04605310017418;Лифоран;Цефотаксим;POWDER;1;G
04605310017425;Цефтидин;Цефтазидим;POWDER;1;G
04605310017432;Цефтидин;Цефтазидим;POWDER;1;G
04605310017449;Лифаксон;Цефтриаксон;POWDER;1;G
04605310017456;Левофлокс;Левофлоксацин;TABLET;250;MG
04605310017463;Левофлокс;Левофлоксацин;TABLET;250;MG
04605310017524;Левофлокс;Левофлоксацин;TABLET;500;MG
04605310017531;Левофлокс;Левофлоксацин;TABLET;500;MG
04605310017623;Иматиниб;Иматиниб;TABLET;100;MG
04605310017630;Иматиниб;Иматиниб;TABLET;100;MG
04605310017647;Иматиниб;Иматиниб;TABLET;100;MG
04605310017678;Иматиниб;Иматиниб;TABLET;400;MG
04605310017708;Новокаин;Прокаин;INJECTION;5;MG
04605310017722;Новокаин;Прокаин;INJECTION;20;MG
04605310017739;Кемерувир;Дарунавир;TABLET;800;MG
04605310017791;Кемерувир;Дарунавир;TABLET;800;MG
04605310018262;Калия и магния аспарагинат;Калия И Магния Аспарагинат;INJECTION;;
04605310018279;Калия и магния аспарагинат;Калия И Магния Аспарагинат;INJECTION;;
04605310018347;Тигециклин;Тигециклин;POWDER;50;MG
04605310018538;Леналидомид;Леналидомид;CAPSULE;10;MG
04605310018545;Леналидомид;Леналидомид;CAPSULE;5;MG
04605310018583;Леналидомид;Леналидомид;CAPSULE;15;MG
04605310018620;Леналидомид;Леналидомид;CAPSULE;25;MG
04605310018668;Ванкомицин;Ванкомицин;POWDER;0.5;G
04605310018675;Ванкомицин;Ванкомицин;POWDER;1;G
04605310018842;Пасконат;Аминосалициловая Кислота;INJECTION;30;MG
04605310018972;Амизолид;Линезолид;TABLET;300;MG
04605310018989;Амизолид;Линезолид;TABLET;300;MG
04605310019030;Амизолид;Линезолид;TABLET;300;MG
04605310019047;Амизолид;Линезолид;TABLET;300;MG
04605310019160;Лизолин;Цефазолин;POWDER;1;G
04605310019320;Кемерувир;Дарунавир;TABLET;800;MG
04605310019337;Кемерувир;Дарунавир;TABLET;800;MG
04605310019733;Элгравир;Энтекавир;TABLET;0.5;MG
04605310019757;Элгравир;Энтекавир;TABLET;0.5;MG
04605310019771;Элгравир;Энтекавир;TABLET;1;MG
04605310019795;Элгравир;Энтекавир;TABLET;1;MG
04605310019818;Цефазолин;Цефазолин;POWDER;0.5;G
04605310019825;Цефазолин;Цефазолин;POWDER;1;G
04605310019856;Анастрозол;Анастрозол;TABLET;1;MG
04605310019863;Анастрозол;Анастрозол;TABLET;1;MG
